workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,,blue,cheese,0.95,food,3,color
0,ليست,hard,banana,0.21,food,4,texture
0,ليست,round,couch,1,furniture,5,shape
0,,smooth,banana,0.11,food,6,texture
0,,bad,fan,0.07,furniture,7,quality
0,,rotten,desk,0.16,furniture,8,age
0,,metal,apple,0.27,food,9,material
0,ليست,square,carrot,0.96,food,10,shape
0,ليست,red,fan,0.92,furniture,11,color
0,,huge,carrot,0.07,food,12,size
0,,soft,TV,0.27,furniture,13,texture
0,ليست,long,couch,0.15,furniture,14,size
0,ليس,plastic,cheese,0.98,food,15,material
0,ليست,short,fan,0.09,furniture,16,size
0,ليس,purple,cheese,0.96,food,17,color
0,ليست,wooden,banana,0.84,food,18,material
0,,brown,chair,0.87,furniture,19,color
0,ليست,fresh,fan,0.25,furniture,20,age
0,,new,fan,0.34,furniture,21,age
0,ليست,big,apple,0.1,food,22,size
0,,small,banana,0.13,food,23,size
0,,yellow,desk,0.91,furniture,24,color
0,,old,chair,0.17,furniture,25,age
0,ليست,good,banana,0.13,food,26,quality
0,,green,couch,0.88,furniture,27,color
1,,huge,TV,0.43,furniture,3,size
1,,new,carrot,0.68,food,4,age
1,ليست,hard,fan,0.84,furniture,5,texture
1,,old,desk,0.37,furniture,6,age
1,,bad,apple,0.64,food,7,quality
1,,blue,couch,0.13,furniture,8,color
1,,plastic,cheese,0.18,food,9,material
1,,small,fan,0.35,furniture,10,size
1,,metal,cheese,0.65,food,11,material
1,,purple,banana,0.86,food,12,color
1,ليس,smooth,cheese,0.35,food,13,texture
1,,fresh,cheese,0.51,food,14,age
1,ليست,soft,banana,0.35,food,15,texture
1,,yellow,apple,0.96,food,16,color
1,ليست,rotten,carrot,0.79,food,17,age
1,,good,banana,0.84,food,18,quality
1,,short,couch,0.69,furniture,19,size
1,,red,desk,0.8,furniture,20,color
1,ليس,long,cheese,0.96,food,21,size
1,ليست,brown,tomato,0.55,food,22,color
1,ليست,green,apple,0.96,food,23,color
1,,big,desk,0.52,furniture,24,size
1,,wooden,desk,0.82,furniture,25,material
1,ليست,square,apple,0.89,food,26,shape
1,,round,banana,0.88,food,27,shape
2,ليس,round,cheese,0.48,food,3,shape
2,ليست,small,couch,0.46,furniture,4,size
2,,metal,TV,0.5,furniture,5,material
2,,wooden,cheese,0.5,food,6,material
2,ليست,long,banana,0.33,food,7,size
2,ليس,blue,TV,0.43,furniture,8,color
2,,huge,fan,0.42,furniture,9,size
2,ليست,big,tomato,0.42,food,10,size
2,ليست,good,carrot,0.73,food,11,quality
2,,yellow,carrot,0.43,food,12,color
2,,purple,banana,0.44,food,13,color
2,ليست,brown,banana,0.48,food,14,color
2,ليست,old,couch,0.49,furniture,15,age
2,ليست,new,couch,0.46,furniture,16,age
2,ليست,red,apple,0.5,food,17,color
2,ليس,short,chair,0.46,furniture,18,size
2,ليست,square,fan,0.45,furniture,19,shape
2,ليس,green,chair,0.46,furniture,20,color
2,,soft,desk,0.63,furniture,21,texture
2,ليست,plastic,apple,0.35,food,22,material
2,,hard,chair,0.52,furniture,23,texture
2,,rotten,TV,0.69,furniture,24,age
2,ليس,bad,cheese,0.71,food,25,quality
2,ليست,smooth,couch,0.72,furniture,26,texture
2,,fresh,fan,0.77,furniture,27,age
