workerid,firstutterance,predicate,noun,response,nounclass,slide_number,class
0,,wooden,chair,0.62,furniture,3,material
0,,soft,apple,0.81,food,4,texture
0,ليست,brown,apple,0.64,food,5,color
0,ليست,bad,couch,0.83,furniture,6,quality
0,,yellow,chair,0.66,furniture,7,color
0,,huge,couch,0.89,furniture,8,size
0,,long,fan,0.69,furniture,9,size
0,,small,desk,0.72,furniture,10,size
0,ليست,metal,carrot,0.79,food,11,material
0,ليست,hard,carrot,0.82,food,12,texture
0,,blue,carrot,0.82,food,13,color
0,,red,couch,0.76,furniture,14,color
0,ليست,old,apple,0.81,food,15,age
0,,square,carrot,0.72,food,16,shape
0,,fresh,fan,0.86,furniture,17,age
0,,plastic,couch,0.57,furniture,18,material
0,,good,apple,0.64,food,19,quality
0,,purple,fan,0.63,furniture,20,color
0,ليست,rotten,couch,0.79,furniture,21,age
0,ليس,round,cheese,0.78,food,22,shape
0,ليست,new,tomato,0.68,food,23,age
0,ليس,smooth,TV,0.71,furniture,24,texture
0,,short,tomato,0.74,food,25,size
0,,big,chair,0.8,furniture,26,size
0,,green,desk,0.88,furniture,27,color
1,ليس,hard,desk,0.48,furniture,3,texture
1,,soft,cheese,0.3,food,4,texture
1,ليست,old,couch,0.75,furniture,5,age
1,ليست,bad,tomato,0.29,food,6,quality
1,ليس,smooth,chair,0.44,furniture,7,texture
1,,huge,carrot,0.77,food,8,size
1,ليست,yellow,fan,0.88,furniture,9,color
1,ليس,rotten,desk,0.3,furniture,10,age
1,,green,tomato,0.59,food,11,color
1,,purple,TV,0.27,furniture,12,color
1,,plastic,cheese,0.7,food,13,material
1,ليس,long,desk,0.55,furniture,14,size
1,,metal,carrot,0.86,food,15,material
1,,round,banana,0.24,food,16,shape
1,ليس,short,desk,0.54,furniture,17,size
1,,new,cheese,0.68,food,18,age
1,,good,tomato,0.27,food,19,quality
1,,big,cheese,0.84,food,20,size
1,,blue,fan,0.05,furniture,21,color
1,ليس,red,cheese,0.97,food,22,color
1,,brown,couch,0.5,furniture,23,color
1,ليست,wooden,banana,0.6,food,24,material
1,,square,couch,0.31,furniture,25,shape
1,ليس,fresh,desk,0.81,furniture,26,age
1,,small,fan,0.5,furniture,27,size
2,,hard,apple,0,food,3,texture
2,ليست,purple,carrot,0.14,food,4,color
2,ليست,big,tomato,0.14,food,5,size
2,,blue,carrot,0.91,food,6,color
2,,long,fan,0.2,furniture,7,size
2,,smooth,carrot,0.22,food,8,texture
2,,new,tomato,0.29,food,9,age
2,,fresh,apple,0.35,food,10,age
2,ليس,yellow,TV,0.85,furniture,11,color
2,ليست,short,carrot,0.12,food,12,size
2,,good,cheese,0.13,food,13,quality
2,,bad,fan,0.25,furniture,14,quality
2,,red,tomato,0.87,food,15,color
2,,old,fan,0.28,furniture,16,age
2,,brown,couch,0.91,furniture,17,color
2,,square,apple,0.79,food,18,shape
2,ليست,plastic,tomato,0.3,food,19,material
2,,soft,apple,0.33,food,20,texture
2,ليست,rotten,couch,0.31,furniture,21,age
2,,wooden,fan,0.76,furniture,22,material
2,ليست,green,couch,0.81,furniture,23,color
2,,small,tomato,0.29,food,24,size
2,ليس,round,desk,0.8,furniture,25,shape
2,,metal,fan,0.83,furniture,26,material
2,ليست,huge,carrot,0.14,food,27,size
3,ليس,fresh,chair,1,furniture,3,age
3,ليست,long,fan,1,furniture,4,size
3,,purple,banana,1,food,5,color
3,ليست,huge,tomato,1,food,6,size
3,,yellow,banana,1,food,7,color
3,ليست,hard,carrot,1,food,8,texture
3,ليست,old,couch,1,furniture,9,age
3,,big,fan,1,furniture,10,size
3,ليس,rotten,chair,1,furniture,11,age
3,,good,couch,1,furniture,12,quality
3,ليس,round,chair,1,furniture,13,shape
3,,plastic,banana,1,food,14,material
3,ليست,blue,fan,1,furniture,15,color
3,ليست,short,fan,1,furniture,16,size
3,,green,desk,1,furniture,17,color
3,ليس,smooth,chair,1,furniture,18,texture
3,,small,apple,1,food,19,size
3,,red,banana,1,food,20,color
3,ليس,bad,desk,0.99,furniture,21,quality
3,ليست,new,couch,1,furniture,22,age
3,,wooden,carrot,1,food,23,material
3,ليست,square,tomato,1,food,24,shape
3,ليست,metal,tomato,0.97,food,25,material
3,ليس,soft,TV,1,furniture,26,texture
3,ليس,brown,cheese,1,food,27,color
4,ليست,new,carrot,0.57,food,3,age
4,ليست,brown,banana,0.71,food,4,color
4,ليست,rotten,tomato,0.49,food,5,age
4,ليس,metal,TV,0.65,furniture,6,material
4,,yellow,chair,0.69,furniture,7,color
4,,short,fan,0.67,furniture,8,size
4,ليست,soft,couch,0.88,furniture,9,texture
4,ليس,bad,TV,0.52,furniture,10,quality
4,ليست,purple,apple,0.67,food,11,color
4,,plastic,banana,0.41,food,12,material
4,ليس,smooth,chair,0.62,furniture,13,texture
4,ليس,red,cheese,0.82,food,14,color
4,,good,fan,0.35,furniture,15,quality
4,,old,apple,0.61,food,16,age
4,ليست,fresh,tomato,0.56,food,17,age
4,,small,apple,0.69,food,18,size
4,ليست,blue,carrot,0.41,food,19,color
4,,hard,apple,0.63,food,20,texture
4,,green,banana,0.45,food,21,color
4,,round,desk,0.7,furniture,22,shape
4,,long,apple,0.45,food,23,size
4,,huge,cheese,0.7,food,24,size
4,ليست,square,carrot,0.39,food,25,shape
4,,wooden,cheese,0.67,food,26,material
4,ليست,big,tomato,0.76,food,27,size
